,site_name,site_city,site_county,site_zip,site_setting,number_sessions,num_volunteers,total_volunteer_hours,participants_total,participants_gender_male,participants_gender_female,participants_gender_non_binary,participants_gender_prefer_not_to_respond,participants_age_youth,participants_age_lt5,participants_age_5to7,participants_age_8to10,participants_age_11to13,participants_age_14to17,participants_age_18to29,participants_age_30to59,participants_age_60to75,participants_age_76plus,participants_age_adult,participants_ethnicity_hispanic,participants_ethnicity_non_hispanic,participants_ethnicity_prefer_not_to_respond,participants_ethnicity_unknown,participants_amerind_onerace_total,participants_amerind_multirace_total,participants_asian_onerace_total,participants_asian_multirace_total,participants_black_onerace_total,participants_black_multirace_total,participants_hawpac_onerace_total,participants_hawpac_multirace_total,,participants_white_multirace_total,participants_race_amerind,participants_race_asian,participants_race_black,participants_race_hawpac,participants_race_white,participants_race_two_or_more,participants_race_prefer_not_to_respond,participants_race_unknown
2964,Warren County Government Center,Front Royal,Warren,22630,,1,3,NA,30,15,15,NA,NA,30,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,30,NA,NA,NA
2965,Camp Kum-Ba-Ya Nature Center,Lynchburg,Lynchburg,24503,,1,6,42,15,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2966,Albert Harris Elementary,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,71,34,37,NA,NA,71,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71
2967,Albert Harris Elementary,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,60,29,31,NA,NA,60,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
2968,Patrick Henry Memorial Library,Brookneal,Campbell,24528,,1,12,24,40,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2969,Albert Harris Elementary,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,71,34,37,NA,NA,71,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71
2970,Albert Harris Elementary,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,60,29,31,NA,NA,60,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
2971,Drewry Mason Elementary School,Ridgeway,Henry,24148,"Schools (K-12, elementary, middle, and high)",1,NA,NA,67,32,35,NA,NA,67,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67
2972,Drewry Mason Elementary School,Ridgeway,Henry,24148,"Schools (K-12, elementary, middle, and high)",1,NA,NA,63,27,36,NA,NA,63,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
2973,Bolar Ruritan Club,Monterey,Highland,24465,,1,NA,NA,9,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2974,G.W. Carver Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,69,33,36,NA,NA,69,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
2975,G.W. Carver Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,67,35,32,NA,NA,67,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67
2976,MeadowView Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,94,46,48,NA,NA,94,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94
2977,MeadowView Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,108,57,51,NA,NA,108,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108
2978,Mount Olivet Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,43,22,21,NA,NA,43,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
2979,Mount Olivet Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,47,27,20,NA,NA,47,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
2980,Essig Center,Rocky Mount,Franklin,27803,Congregate meal sites & other senior nutrition centers,4,75,NA,45,8,37,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,45,2,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,42,NA,3,NA
2981,Patrick Henry Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,58,28,30,NA,NA,58,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
2982,Roanoke Hollins Stockyard,Roanoke,Roanoke,24090,,1,NA,NA,48,42,6,NA,NA,1,NA,0,0,0,0,6,33,8,NA,47,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,48,NA,NA,NA
2983,Patrick Henry Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,28,17,11,NA,NA,28,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
2984,Sanville Elementary,Bassett,Henry,24055,"Schools (K-12, elementary, middle, and high)",1,NA,NA,40,18,22,NA,NA,40,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
2985,Sanville Elementary,Bassett,Henry,24055,"Schools (K-12, elementary, middle, and high)",1,NA,NA,42,14,28,NA,NA,42,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
2986,VSU Randolph Farm,Petersburg,Petersburg,23803,Schools (colleges and universities),1,2,3,20,NA,NA,NA,NA,20,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
2987,W.E. Skelton Educational & Conference Center,Wirtz,Franklin,24184,,1,NA,NA,27,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,27,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
2988,Stanleytown Elementary School,Stanley,Page,24168,"Schools (K-12, elementary, middle, and high)",1,NA,NA,42,14,28,NA,NA,42,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
2989,Stanleytown Elementary School,Stanley,Page,24168,"Schools (K-12, elementary, middle, and high)",1,NA,NA,37,17,20,NA,NA,37,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2990,Augusta County Extension Office,Verona,Augusta,24482,,3,3,4,3,NA,3,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA
2991,Fauquier County Schools,Warrenton,Fauquier,20186,,16,0,0,330,141,189,NA,NA,330,NA,0,0,0,0,NA,NA,NA,NA,NA,20,273,NA,37,1,NA,3,NA,21,NA,1,NA,223,NA,1,3,21,1,223,3,NA,78
2992,Rich Acres Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,52,27,25,NA,NA,52,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
2993,The Nokesville School,Nokesville,Prince William,20108,,1,NA,NA,27,13,14,NA,NA,17,NA,0,0,0,0,NA,9,NA,NA,9,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,26,NA,1,NA
2994,Rich Acres Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,34,23,11,NA,NA,34,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
2995,A. R. Ware Elementary School,Staunton,Staunton,24401,"Schools (K-12, elementary, middle, and high)",1,NA,NA,29,16,13,NA,NA,29,NA,0,0,0,0,NA,NA,NA,NA,NA,3,26,NA,NA,NA,NA,NA,NA,10,NA,1,NA,18,NA,NA,NA,10,1,18,NA,NA,NA
2996,Holiday Lake 4-H Educational Center,Appomattox,Appomattox,24522,,1,NA,NA,92,57,35,0,NA,74,NA,0,0,0,0,NA,NA,NA,NA,17,1,68,NA,23,NA,NA,1,NA,14,NA,NA,NA,50,NA,NA,1,14,NA,50,4,0,23
2997,Albert Harris Elementary,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,71,34,37,NA,NA,71,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71
2998,Montgomery County Cooperative Extension,Christiansburg,Montgomery,24073,Extension offices,1,1,4,8,2,6,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,8,NA,8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,1,NA,7,NA,NA,NA
2999,Albert Harris Elementary,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,60,29,31,NA,NA,60,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
3000,The Nokesville School,Nokesville,Prince William,20108,,1,NA,NA,60,30,30,NA,NA,31,NA,0,0,0,0,4,25,NA,NA,29,2,50,8,NA,NA,NA,1,NA,0,NA,0,NA,57,NA,NA,1,0,0,57,NA,2,NA
3001,Drewry Mason Elementary School,Ridgeway,Henry,24148,"Schools (K-12, elementary, middle, and high)",1,NA,NA,63,27,36,NA,NA,63,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
3002,G.W. Carver Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,69,33,36,NA,NA,69,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
3003,Marriott Marquis,Washington,District of Columbia,20001,,1,NA,NA,25,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3004,G.W. Carver Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,67,35,32,NA,NA,67,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67
3005,Drewry Mason Elementary School,Ridgeway,Henry,24148,"Schools (K-12, elementary, middle, and high)",1,NA,NA,63,27,36,NA,NA,63,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
3006,VCE Nelson County,Lovingston,Nelson,22949,,1,0,NA,14,3,11,NA,NA,11,NA,0,0,0,0,NA,NA,NA,NA,3,2,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,1,NA,NA,12,NA,NA,1
3007,Eastern Shore Agricultural Research and Extension Center,Painter,Accomack,23420,,1,NA,NA,14,3,11,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,14,NA,NA,NA,14,NA,NA,NA,NA,1,NA,NA,NA,13,NA,NA,NA,1,NA,13,NA,NA,NA
3008,Marriott Marquis,Washington,District of Columbia,20001,,1,NA,NA,25,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3009,Highland County Fairground,Monterey,Highland,24465,,1,22,99,220,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
3010,MeadowView Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,94,46,48,NA,NA,94,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94
3011,Tidewater Community College,Chesapeake,Chesapeake,23322,,1,NA,NA,10,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3012,MeadowView Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,108,57,51,NA,NA,108,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108
3013,Mount Olivet Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,43,22,21,NA,NA,43,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
3014,Mount Olivet Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,47,27,20,NA,NA,47,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
3015,Nelson Middle School,Lovingston,Nelson,22949,"Schools (K-12, elementary, middle, and high)",6,1,6,8,4,4,NA,NA,8,NA,NA,NA,8,NA,0,0,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,1
3016,Nelson Middle School,Lovingston,Nelson,22949,"Schools (K-12, elementary, middle, and high)",6,1,6,8,4,4,NA,NA,8,NA,NA,NA,8,NA,0,0,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,1
3017,Nelson Middle School,Lovingston,Nelson,22949,"Schools (K-12, elementary, middle, and high)",6,1,6,13,6,7,NA,NA,13,NA,NA,NA,13,NA,0,0,NA,NA,NA,2,11,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,9,NA,NA,NA,2,NA,9,NA,NA,2
3018,Nelson Middle School,Lovingston,Nelson,22949,"Schools (K-12, elementary, middle, and high)",6,1,6,13,6,7,NA,NA,13,NA,NA,NA,13,NA,0,0,NA,NA,NA,2,11,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,9,NA,NA,NA,2,NA,9,NA,NA,2
3019,Nelson Middle School,Lovingston,Nelson,22949,"Schools (K-12, elementary, middle, and high)",1,1,NA,13,5,8,NA,NA,13,NA,NA,NA,13,NA,0,0,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,11,NA,NA,NA,1,NA,11,NA,NA,1
3020,Nelson Middle School,Lovingston,Nelson,22949,"Schools (K-12, elementary, middle, and high)",1,1,NA,13,5,8,NA,NA,13,NA,NA,NA,13,NA,0,0,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,11,NA,NA,NA,1,NA,11,NA,NA,1
3021,,,,,,9,NA,NA,49,29,20,NA,NA,49,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
3022,Patrick Henry Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,58,28,30,NA,NA,58,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
3023,Tazewell County Fairgrounds,Tazewell,Tazewell,24651,State / county fairgrounds,1,10,700,396,192,204,NA,NA,396,NA,0,0,0,0,NA,NA,NA,NA,NA,8,388,NA,NA,NA,NA,5,NA,18,NA,NA,NA,373,NA,NA,5,18,NA,373,NA,NA,NA
3024,Rockingham County Fair,Harrisonburg,Harrisonburg,22801,Community and recreation centers,2,NA,NA,1,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3025,VCE Suffolk,Suffolk,Suffolk,23434,,1,NA,NA,10,3,7,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,10,NA,9,NA,1,NA,NA,NA,NA,NA,NA,1,NA,8,NA,NA,NA,NA,1,8,NA,1,NA
3026,Elk Hill School,Staunton,Staunton,24401,,1,NA,NA,1,1,NA,NA,NA,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
3027,Virginia State Capitol,Richmond,Richmond,23219,,1,NA,NA,12,5,7,NA,NA,11,NA,0,0,0,0,NA,1,NA,NA,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,10,NA,2,NA
3028,Wallecton Ruritan Club,Chesapeake,Chesapeake,23322,,3,2,NA,22,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3029,Nelson Memorial Library,Lovingston,Nelson,22949,Libraries,1,NA,NA,100,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3030,"Charles E. Beatley, Jr. Central Library",Alexandria,Alexandria,22304,,6,3,36,22,NA,22,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,22,2,20,NA,NA,NA,NA,3,NA,3,NA,NA,NA,9,1,NA,3,3,NA,10,1,NA,6
3031,Citizens Telephone Cooperative,Floyd,Floyd,24091,,1,NA,NA,3500,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3500,NA,NA,NA,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500
3032,Patrick Henry Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,28,17,11,NA,NA,28,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
3033,Skyline High School,Front Royal,Warren,22630,,3,12,NA,18,6,12,NA,NA,6,NA,0,0,0,0,NA,NA,NA,NA,12,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,18,NA,NA,NA
3034,Wallecton Ruritan Club,Chesapeake,Chesapeake,23322,,3,2,NA,10,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3035,Wallecton Ruritan Club,Chesapeake,Chesapeake,23322,,3,2,NA,15,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3036,Rich Acres Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,52,27,25,NA,NA,52,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
3037,Wallecton Ruritan Club,Chesapeake,Chesapeake,23322,,3,2,NA,16,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3038,Floyd County High School (FCHS),Floyd,Floyd,24091,"Schools (K-12, elementary, middle, and high)",1,NA,NA,24,NA,NA,NA,NA,24,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
3039,Rich Acres Elementary School,Martinsville,Martinsville,24112,"Schools (K-12, elementary, middle, and high)",1,NA,NA,34,23,11,NA,NA,34,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
3040,Sanville Elementary,Bassett,Henry,24055,"Schools (K-12, elementary, middle, and high)",1,NA,NA,40,18,22,NA,NA,40,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
3041,VCE  Wise County Office,Wise,Wise,24293,,8,NA,NA,10,10,NA,NA,NA,NA,NA,0,0,0,0,NA,2,8,NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,10,NA,NA,NA
3042,Sanville Elementary,Bassett,Henry,24055,"Schools (K-12, elementary, middle, and high)",1,NA,NA,42,14,28,NA,NA,42,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
3043,Montgomery County Cooperative Extension,Christiansburg,Montgomery,24073,Extension offices,1,3,9,20,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3044,Tazewell County Fairgrounds,Tazewell,Tazewell,24651,State / county fairgrounds,1,11,1020,375,192,183,NA,NA,375,NA,0,0,0,0,NA,NA,NA,NA,NA,4,371,NA,NA,NA,NA,4,NA,6,NA,NA,NA,365,NA,NA,4,6,NA,365,NA,NA,NA
3045,The Franklin Center,Rocky Mount,Franklin,24151,,1,NA,NA,35,31,4,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,35,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,35,NA,NA,NA
3046,Stanleytown Elementary School,Stanley,Page,24168,"Schools (K-12, elementary, middle, and high)",1,NA,NA,42,14,28,NA,NA,42,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
3047,Zoom,Fairfax,Fairfax,22035,,1,6,3,68,25,43,NA,NA,62,NA,0,0,0,0,1,3,2,NA,6,13,55,NA,NA,NA,NA,12,NA,11,NA,1,NA,44,NA,NA,12,11,1,44,0,NA,NA
3048,Warrenton Horse Show Grounds,Warrenton,Fauquier,20186,State / county fairgrounds,2,9,50,9,0,0,0,0,8,NA,0,0,0,0,NA,1,NA,NA,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3049,NOVA 4-H Center,Front Royal,Warren,22630,Extension offices,1,NA,NA,25,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
3050,Stanleytown Elementary School,Stanley,Page,24168,"Schools (K-12, elementary, middle, and high)",1,NA,NA,37,17,20,NA,NA,37,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
3051,Floyd Cooperative Extension,Floyd,Floyd,24091,,6,NA,NA,22,NA,22,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,22,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,22,NA,NA,NA
3052,,,,,,9,NA,NA,8,4,4,NA,NA,3,NA,0,0,0,0,NA,4,1,NA,5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,1,NA
3053,Hotel Rumbao,San Juan,San Juan,600,,2,NA,NA,100,70,30,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,100,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
3054,VCE  Wise County Office,Wise,Wise,24293,,4,NA,NA,49,9,40,NA,NA,NA,NA,0,0,0,0,4,20,17,8,49,NA,49,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,47,NA,NA,NA,2,NA,47,NA,NA,NA
3055,,,,,,1,NA,NA,8,3,5,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,8,3,4,NA,1,NA,NA,NA,NA,4,1,NA,NA,1,1,NA,NA,5,NA,2,2,NA,1
